HR,Name,RAJ2000,DEJ2000,Vmag,B-V
7847," 44    Cyg",307.7466666666666,36.93583333333333,6.19,1.01
7807," ",305.93499999999995,37.476388888888884,5.9,-0.2
7699," ",301.92249999999996,34.42305555555555,6.11,0.16
7689," 27    Cyg",301.5908333333333,35.9725,5.36,0.85
7708," 28    Cyg",302.3566666666666,36.839722222222214,4.93,-0.13
7615," 21Eta Cyg",299.0766666666666,35.08333333333333,3.89,1.02
7620," ",299.1841666666666,36.250833333333325,6.02,-0.15
7655," ",300.31374999999997,37.09888888888889,6.2,1.31
7647," 25    Cyg",299.97999999999996,37.04277777777777,5.19,-0.17
7734," ",303.5208333333333,36.60527777777777,6.45,0.0
7736," 29    Cyg",303.63333333333327,36.80638888888888,4.97,0.14
7769," 36    Cyg",304.6191666666666,36.99999999999999,5.58,0.06
7757," ",304.11749999999995,37.05638888888888,6.48,-0.09
7763," 34    Cyg",304.4466666666666,38.03305555555555,4.81,0.42
7752," ",304.0141666666666,38.89777777777777,6.27,0.01
7784," ",305.0633333333333,39.40333333333333,6.23,0.06
7683," ",301.2908333333333,38.478333333333325,6.19,0.64
7759," ",304.2304166666666,40.364999999999995,5.24,1.65
7767," ",304.52916666666664,40.73222222222222,5.84,0.1
7888," ",309.3483333333333,38.32861111111111,6.2,0.99
7826," 40    Cyg",306.8929166666666,38.44027777777777,5.62,0.06
7911," ",309.88874999999996,40.57944444444444,6.06,-0.16
8028," 58Nu  Cyg",314.2933333333333,41.167222222222215,3.94,0.02
8036," ",314.6283333333333,41.94027777777777,6.16,-0.08
7926," ",310.48541666666665,41.71694444444444,5.67,-0.12
7984," 56    Cyg",312.5204166666666,44.05944444444444,5.04,0.2
7796," 37Gam Cyg",305.5570833333333,40.25666666666666,2.2,0.68
7867," ",308.4516666666666,41.77222222222222,6.49,1.0
7800," ",305.68874999999997,41.026111111111106,5.93,1.6
7795," ",305.51249999999993,41.131388888888885,6.39,1.07
7762," ",304.37125,42.72194444444444,6.29,1.64
7802," ",305.73124999999993,42.98333333333333,6.2,0.95
7919," ",310.0129166666666,43.458611111111104,5.95,1.19
7924," 50Alp Cyg",310.3579166666666,45.28027777777777,1.25,0.09
7841," ",307.4995833333333,45.9286111111111,6.41,1.13
7870," ",308.47874999999993,46.693888888888885,5.78,-0.16
7583," ",298.06791666666663,36.432222222222215,6.1,1.43
7606," ",298.70124999999996,36.996111111111105,5.76,0.75
7568," ",297.69583333333327,37.826388888888886,6.06,1.7
7642," ",299.6433333333333,38.10555555555555,6.32,-0.09
7613," 22    Cyg",298.9654166666666,38.486666666666665,4.94,-0.08
7543," ",296.8658333333333,38.40749999999999,5.77,-0.06
7566," 19    Cyg",297.64166666666665,38.7225,5.12,1.69
7555," ",297.3645833333333,38.709999999999994,6.11,0.9
7628," ",299.30791666666664,40.36805555555555,5.45,-0.1
7567," ",297.6554166666666,40.59972222222222,5.69,-0.04
7638," ",299.4841666666666,42.26083333333333,6.43,
7499," ",295.4895833333333,40.25388888888888,6.23,0.18
7523," ",296.20416666666665,40.71666666666666,6.34,1.64
7514," ",295.93749999999994,41.77305555555555,5.84,1.57
7444," ",293.6716666666666,42.41277777777777,5.35,0.05
7483," 14    Cyg",294.86041666666665,42.81833333333333,5.4,-0.08
7492," ",295.1716666666666,43.07777777777777,6.16,1.56
7468," ",294.1579166666666,44.69499999999999,5.17,0.93
7528," 18Del Cyg",296.24375,45.13083333333333,2.87,-0.03
7495," ",295.20916666666665,45.52499999999999,5.06,0.4
7487," ",294.8933333333333,45.958055555555546,6.2,0.9
7733," ",303.4283333333333,43.37916666666666,6.14,1.5
7756," ",304.00249999999994,45.57944444444444,5.91,0.38
7735," 31    Cyg",303.4079166666666,46.741388888888885,3.79,1.28
7730," 30    Cyg",303.32499999999993,46.81583333333333,4.83,0.09
7798," ",305.5225,45.794999999999995,5.58,1.08
7777," ",304.70666666666665,46.32277777777777,6.45,-0.13
7786," ",304.98374999999993,46.83749999999999,6.5,-0.06
7844," 45Ome1Cyg",307.5145833333333,48.95166666666666,4.95,-0.09
7828," 43    Cyg",306.7595833333333,49.383333333333326,5.69,0.26
7751," 32    Cyg",303.86791666666664,47.71444444444444,3.98,1.52
7755," ",303.9308333333333,50.23277777777777,6.31,
7646," ",299.8354166666666,45.77222222222222,5.92,0.16
7684," ",301.11999999999995,48.229722222222215,6.16,0.04
7589," ",297.99625,47.027499999999996,5.62,-0.07
7577," ",297.8308333333333,47.377222222222215,6.2,0.36
7600," ",298.25499999999994,47.80749999999999,6.29,-0.11
7591," ",298.03,47.93194444444444,5.91,-0.18
7547," ",296.8616666666666,47.907777777777774,6.12,1.64
7660," 26    Cyg",300.34,50.104722222222215,5.05,1.11
7726," ",303.13249999999994,51.463611111111106,6.01,1.14
7632," ",299.18791666666664,50.902499999999996,6.43,-0.01
7651," ",299.8141666666666,52.055833333333325,6.15,-0.19
7619," 24Psi Cyg",298.90749999999997,52.43888888888888,4.92,0.12
7687," ",301.2779166666666,51.83944444444444,6.14,1.6
7697," ",301.55749999999995,53.165833333333325,5.85,0.39
7081," ",281.9895833333333,31.75694444444444,6.06,-0.13
7030," ",280.4220833333333,31.617777777777775,6.41,-0.04
7044," ",280.965,31.926666666666662,5.7,0.34
7102,"  9Nu 2Lyr",282.4704166666666,32.55083333333333,5.25,0.08
7100,"  8Nu 1Lyr",282.44124999999997,32.812777777777775,5.91,-0.16
7106," 10Bet Lyr",282.52,33.36277777777777,3.45,0.0
6997," ",279.155,33.468888888888884,5.42,-0.1
7033," ",280.53374999999994,34.74666666666666,6.47,-0.13
7140," ",283.71874999999994,33.96861111111111,6.02,0.91
7115," ",282.9020833333333,36.53861111111111,6.09,-0.11
7131," 11Del1Lyr",283.4316666666666,36.971666666666664,5.58,-0.15
7139," 12Del2Lyr",283.6258333333333,36.898888888888884,4.3,1.68
6984," ",278.80625,34.45777777777777,6.1,-0.11
7043," ",280.9004166666666,36.556666666666665,6.01,1.04
7057,"  7Zet2Lyr",281.2008333333333,37.59444444444444,5.73,0.28
7056,"  6Zet1Lyr",281.19333333333327,37.605,4.36,0.19
7019," ",280.0508333333333,38.36722222222222,6.45,0.21
7001,"  3Alp Lyr",279.2345833333333,38.78361111111111,0.03,0.0
7009," ",279.5270833333333,39.66805555555555,6.04,1.65
7041," ",280.8195833333333,39.30027777777777,6.45,1.59
7053,"  5Eps2Lyr",281.0954166666666,39.61305555555555,5.14,0.19
7054,"  5Eps2Lyr",281.0954166666666,39.61277777777777,5.37,
7051,"  4Eps1Lyr",281.085,39.669999999999995,5.06,0.16
7052,"  4Eps1Lyr",281.0845833333333,39.6711111111111,6.02,
7073," ",281.5541666666666,41.44166666666666,6.07,-0.13
7262," 18Iot Lyr",286.8254166666666,36.10027777777777,5.28,-0.11
7314," 21The Lyr",289.0920833333333,38.13361111111111,4.36,1.26
7298," 20Eta Lyr",288.4395833333333,39.146111111111104,4.39,-0.15
7174," ",284.50791666666663,38.26611111111111,5.89,-0.17
7185," ",284.80125,39.21777777777777,6.41,-0.17
7284," ",287.84624999999994,40.42916666666666,6.18,0.09
7258," ",286.57083333333327,41.413888888888884,6.49,-0.15
7179," ",284.6941666666666,40.67916666666666,6.22,-0.16
7118," ",283.0295833333333,41.383333333333326,6.28,-0.09
7146," ",283.7175,41.602777777777774,5.44,1.03
7157," 13    Lyr",283.83374999999995,43.94611111111111,4.04,1.59
6901," ",275.9891666666666,38.73916666666666,6.36,
6826," ",273.27,38.77361111111111,6.04,-0.08
6903,"  2Mu  Lyr",276.05749999999995,39.50722222222222,5.12,0.03
7017," ",279.8879166666666,40.934999999999995,6.25,-0.06
6824," ",273.17749999999995,41.146944444444436,6.36,1.03
6853," ",274.2783333333333,40.93666666666666,6.11,0.99
6845," ",273.91166666666663,42.15944444444444,5.59,-0.1
6767," ",271.2533333333333,41.94666666666666,6.34,0.26
6791," ",271.86999999999995,43.46166666666666,5.0,0.91
6847," ",273.8858333333333,45.209444444444436,6.29,0.62
7003," ",279.18999999999994,43.22194444444444,6.2,0.24
6753," ",270.78749999999997,48.46444444444444,6.21,0.03
6792," ",271.77624999999995,49.71055555555555,6.32,
6891," ",275.38624999999996,49.12166666666666,5.05,1.66
6886," ",275.2795833333333,49.72555555555555,6.4,1.07
6880," ",274.98375,51.34777777777777,6.3,1.1
6790," ",271.7229166666666,50.82277777777777,6.29,1.04
7382," ",290.98541666666665,43.388055555555546,5.84,0.92
7322," ",289.21416666666664,46.99916666666666,6.0,0.44
7442," ",293.4233333333333,49.262499999999996,5.96,1.64
7215," 16    Lyr",285.35999999999996,46.93472222222221,5.01,0.19
7154," ",283.69624999999996,48.85972222222222,5.77,0.43
7210," ",285.0570833333333,50.53361111111111,5.38,-0.18
7341," ",289.6570833333333,49.56972222222222,6.31,1.12
7311," ",288.8304166666666,50.070833333333326,6.27,
7252," ",286.29124999999993,49.923333333333325,6.43,
7196," ",284.7483333333333,50.80944444444444,6.3,0.98
7275," ",287.10749999999996,52.42555555555555,5.81,1.09
7229," ",285.52916666666664,52.261111111111106,6.31,1.0
7251," 51    Dra",286.22999999999996,53.39666666666666,5.38,-0.01
7477," ",294.48625,49.28444444444444,6.47,0.99
7469," 13The Cyg",294.11041666666665,50.22111111111111,4.48,0.38
7503," 16    Cyg",295.45374999999996,50.525277777777774,5.96,0.64
7504," ",295.46666666666664,50.51749999999999,6.2,0.66
7427," ",292.8304166666666,50.30666666666666,5.53,1.25
7451," ",293.5825,51.23666666666666,5.73,0.48
7420," 10Iot2Cyg",292.42625,51.729722222222215,3.79,0.14
7408,"  7Iot1Cyg",291.85791666666665,52.32055555555555,5.75,0.0
7576," 20    Cyg",297.6570833333333,52.98805555555555,5.03,1.28
7484," ",294.6716666666666,54.97388888888888,5.82,0.44
7509," ",295.5170833333333,55.463333333333324,6.48,1.61
7328,"  1Kap Cyg",289.2758333333333,53.3686111111111,3.77,0.96
7351," ",289.9020833333333,54.3761111111111,6.26,0.03
7428," ",292.8066666666666,55.73194444444444,6.37,1.16
7295," 53    Dra",287.91874999999993,56.85916666666666,5.12,1.01
7309," 54    Dra",288.47999999999996,57.70499999999999,4.99,1.16
7365," ",290.3558333333333,57.766944444444434,6.43,
7356," ",290.0670833333333,57.64527777777777,5.91,1.58
7096," ",282.0670833333333,48.76749999999999,6.12,0.21
7090," ",281.91666666666663,49.074999999999996,6.4,
7137," ",283.3066666666666,50.70833333333333,4.92,0.9
7028," ",279.96999999999997,52.1961111111111,6.0,-0.07
6983," ",278.48625,52.35361111111111,5.36,1.09
7123," ",282.8958333333333,52.974999999999994,5.51,0.84
7084," ",281.6795833333333,52.98805555555555,5.88,-0.09
7060," ",280.8708333333333,53.87194444444444,6.11,0.12
7071," ",281.2308333333333,54.89666666666666,6.23,0.82
7049," 46    Dra",280.6579166666666,55.539444444444435,5.04,-0.09
6978," 45    Dra",278.14374999999995,57.045555555555545,4.77,0.61
6911," ",275.94916666666666,53.30083333333332,6.32,0.16
6817," ",272.6316666666666,54.28666666666666,5.95,0.94
6849," ",273.67125,56.588333333333324,6.37,0.34
7218," 49    Dra",285.1808333333333,55.658333333333324,5.48,0.86
7153," ",283.44291666666663,57.48694444444444,6.22,1.23
7175," 48    Dra",284.18749999999994,57.81499999999999,5.66,1.15
7184," ",284.3683333333333,58.22527777777777,6.46,0.08
7125," 47Omi Dra",282.80041666666665,59.38833333333333,4.66,1.19
7075," ",281.0758333333333,61.04805555555555,5.99,0.96
7042," ",280.2345833333333,62.74972222222221,6.09,0.98
6949," ",276.92625,59.54916666666666,6.43,
6923," 39    Dra",275.97708333333327,58.80055555555555,4.98,0.08
6827," ",272.7795833333333,60.40944444444444,6.49,0.0
7018," ",279.3895833333333,62.52666666666666,5.74,-0.06
6850," 36    Dra",273.47416666666663,64.39722222222221,5.03,0.38
8035," ",314.58124999999995,44.471666666666664,5.55,0.97
8079," 62Xi  Cyg",316.2329166666666,43.92777777777777,3.72,1.65
8062," ",315.6004166666666,44.79111111111111,6.19,1.69
8001," 57    Cyg",313.3116666666666,44.38722222222221,4.78,-0.14
8023," ",314.1445833333333,44.925,5.96,0.05
8003," ",313.32749999999993,45.18194444444444,5.45,1.1
8053," 60    Cyg",315.2954166666666,46.15583333333333,5.37,-0.21
8064," ",315.7020833333333,45.84888888888888,6.48,-0.15
8074," ",315.93041666666664,46.86194444444444,6.32,0.25
8047," 59    Cyg",314.95666666666665,47.521111111111104,4.74,-0.05
8136," ",318.9033333333333,47.973611111111104,6.46,-0.15
8161," ",319.86999999999995,49.51027777777777,5.76,-0.15
8089," 63    Cyg",316.6504166666666,47.648333333333326,4.55,1.57
8107," ",317.6291666666666,47.69194444444444,6.46,-0.01
7966," ",311.83666666666664,45.579722222222216,6.4,1.61
7977," 55    Cyg",312.23458333333326,46.11416666666666,4.84,0.41
7983," ",312.4779166666666,46.661111111111104,6.33,-0.07
7958," ",311.6604166666666,46.53166666666666,6.3,0.03
7969," ",311.9554166666666,47.83194444444444,5.57,1.46
8020," ",313.9575,47.41777777777777,5.67,0.47
8072," ",315.8583333333333,50.351944444444435,6.37,0.98
8026," ",314.1079166666666,49.195833333333326,5.9,1.04
8040," ",314.62541666666664,50.462222222222216,5.61,-0.15
8025," ",314.10624999999993,50.72861111111111,5.81,0.3
8078," ",315.94833333333327,53.286111111111104,5.9,0.99
8216," ",321.715,48.834999999999994,5.31,0.07
8185," ",320.5016666666666,49.38888888888888,5.69,1.1
8246," ",323.2358333333333,49.977777777777774,5.75,-0.03
8259," ",323.6145833333333,51.69833333333332,6.15,0.02
8242," ",322.8645833333333,52.61999999999999,6.16,0.9
8237," ",322.585,52.958055555555546,6.02,0.08
8218," ",321.68749999999994,52.8986111111111,6.03,-0.12
8275," ",324.41124999999994,54.042222222222215,6.15,0.99
8290," ",325.18041666666664,54.87222222222221,6.2,1.16
8357," ",328.0041666666666,55.796944444444435,5.71,-0.13
8147," ",319.25833333333327,53.997499999999995,6.13,0.05
8106," ",317.56499999999994,53.563333333333325,5.73,-0.12
8150," ",319.3095833333333,55.79805555555555,5.98,1.45
8226," ",322.2195833333333,55.418611111111105,6.12,0.14
8281," ",324.73999999999995,57.489166666666655,5.62,0.21
7851," 46Ome2Cyg",307.8283333333333,49.220277777777774,5.44,1.55
7929," 51    Cyg",310.55249999999995,50.339999999999996,5.39,-0.1
7876," ",308.71,51.85416666666666,6.11,0.41
7854," ",307.8379166666666,52.30972222222221,6.18,1.01
7978," ",312.17791666666665,51.91055555555555,6.29,-0.07
7972," ",311.96999999999997,52.40722222222222,6.27,0.89
7962," ",311.5883333333333,52.99527777777777,6.33,1.12
7916," ",309.7508333333333,56.004999999999995,6.48,
7944," ",311.09166666666664,56.48805555555555,5.78,1.67
7940," ",310.80625,57.114166666666655,6.32,0.33
7791," ",305.1266666666666,53.59611111111111,6.18,1.56
7781," ",304.6033333333333,55.39722222222221,5.76,0.11
7740," 33    Cyg",303.34958333333327,56.56777777777777,4.3,0.11
7843," ",307.36291666666665,56.068055555555546,5.91,-0.04
7827," ",306.5979166666666,56.63888888888888,6.36,0.0
7860," ",307.94374999999997,56.779999999999994,6.14,1.43
7818," ",306.27124999999995,59.599999999999994,6.44,0.09
8065," ",315.5379166666666,56.66972222222221,5.83,-0.07
8029," ",314.07083333333327,56.88749999999999,6.23,-0.18
7955," ",311.3379166666666,57.579722222222216,4.51,0.54
8049," ",314.8558333333333,59.4386111111111,5.51,1.4
8153," ",319.32833333333326,58.61166666666666,6.42,0.2
8164," ",319.8158333333333,58.6236111111111,5.66,1.38
8224," ",321.8554166666666,59.74999999999999,6.1,1.75
8243," ",322.7470833333333,60.459444444444436,5.53,0.12
8179," ",320.1395833333333,60.756944444444436,6.11,1.0
8119," ",317.95083333333326,59.98638888888888,5.64,0.11
8162,"  5Alp Cep",319.645,62.585555555555544,2.44,0.22
7925," ",310.0745833333333,60.50527777777777,6.01,0.46
7938," ",310.6654166666666,60.60138888888888,6.15,0.01
7957,"  3Eta Cep",311.32249999999993,61.83888888888888,3.43,0.92
8133," ",318.42749999999995,64.40388888888889,6.39,0.6
7993," ",312.32249999999993,64.04222222222221,6.45,0.07
8434," ",331.55625,56.343055555555544,6.39,-0.1
8472," ",332.95333333333326,56.83944444444444,5.24,0.51
8494," 23Eps Cep",333.75833333333327,57.043611111111105,4.19,0.28
8506," ",334.1104166666666,57.22027777777777,5.88,0.93
8371," 13    Cep",328.72166666666664,56.61138888888888,5.8,0.73
8406," 14    Cep",330.5191666666666,58.00055555555555,5.56,0.06
8465," 21Zet Cep",332.71374999999995,58.2011111111111,3.35,1.57
8476," ",332.98708333333326,59.08472222222221,6.3,1.13
8442," ",331.78999999999996,58.84083333333332,6.32,0.88
8469," 22Lam Cep",332.87791666666664,59.414444444444435,5.04,0.25
8571," 27Del Cep",337.2929166666666,58.41527777777777,3.75,0.6
8316,"   Mu  Cep",325.8766666666666,58.779999999999994,4.08,2.35
8312," ",325.6891666666666,59.271111111111104,6.08,1.34
8339," 12    Cep",326.8554166666666,60.69277777777777,5.52,1.52
8347," ",327.3291666666666,61.27277777777777,6.17,1.67
8334," 10Nu  Cep",326.36208333333326,61.12083333333332,4.29,0.52
8374," ",328.83624999999995,61.54194444444443,6.13,1.6
8388," ",329.72249999999997,62.69833333333332,5.93,1.67
8479," ",333.00791666666663,60.75944444444443,5.35,1.17
8537," ",335.7508333333333,62.419999999999995,6.04,0.05
8511," 25    Cep",334.55291666666665,62.804444444444435,5.75,1.26
8627," 30    Cep",339.66249999999997,63.584444444444436,5.19,0.06
8568," ",337.0820833333333,64.08555555555554,6.29,1.08
8428," 19    Cep",331.28708333333327,62.279999999999994,5.11,0.08
8426," 20    Cep",331.2520833333333,62.78555555555555,5.27,1.41
8490," ",333.45624999999995,63.162499999999994,6.11,-0.08
8483," ",333.0929166666666,63.29138888888888,5.79,1.67
8416," 18    Cep",330.9704166666666,63.119722222222215,5.29,1.58
8561," 26    Cep",336.7720833333333,65.13222222222221,5.46,0.37
8696," ",342.84499999999997,61.69694444444443,5.6,0.78
8808," ",346.94874999999996,63.633333333333326,6.26,-0.02
8683," ",342.1841666666666,62.938333333333325,6.06,1.2
8811," ",346.9883333333333,64.2225,6.21,1.1
9005," ",356.6529166666666,66.78222222222222,5.95,-0.04
9013," ",356.9783333333333,67.80694444444444,5.04,-0.01
8694," 32Iot Cep",342.41999999999996,66.20055555555555,3.52,1.05
8779," ",345.8870833333333,67.20916666666666,5.24,1.26
8872," 34Omi Cep",349.65624999999994,68.11166666666665,4.75,0.84
8918," ",351.8191666666666,70.35972222222222,5.6,0.19
8327," ",326.2220833333333,62.460555555555544,5.95,0.31
8279,"  9    Cep",324.47999999999996,62.08194444444444,4.73,0.3
8383," ",329.1629166666666,63.62555555555554,4.91,1.77
8417," 17Xi  Cep",330.94749999999993,64.62777777777777,4.29,0.34
8375," ",328.8795833333333,65.32083333333333,5.86,-0.06
8361," ",327.9054166666666,65.75277777777777,6.37,
8384," ",329.29624999999993,66.1561111111111,6.43,-0.05
8171,"  6    Cep",319.8425,64.87194444444444,5.18,-0.04
8227,"  7    Cep",321.9420833333333,66.80916666666666,5.44,-0.11
8474," ",332.66208333333327,70.13277777777776,5.5,0.38
8342," ",326.7541666666666,70.15083333333332,6.29,
8687," ",342.25291666666664,68.57027777777776,6.19,
8598," ",338.32083333333327,70.37388888888889,6.34,0.0
8851," ",348.90749999999997,70.88805555555554,5.56,0.24
8952," ",353.7458333333333,71.64222222222222,5.84,1.8
8972," ",354.8379166666666,74.00277777777777,5.98,0.89
8557," ",336.5033333333333,70.77083333333333,5.47,1.2
8473," ",332.56374999999997,72.1111111111111,6.37,-0.06
8468," 24    Cep",332.4516666666666,72.3411111111111,4.79,0.92
8615," 31    Cep",338.9420833333333,73.64305555555555,5.08,0.39
8844," ",348.6554166666666,74.2311111111111,5.84,
9038," ",358.10458333333327,75.5447222222222,6.39,0.98
8971," ",354.7933333333333,75.29277777777777,5.95,0.13
8867," ",349.32874999999996,75.29916666666665,6.38,0.03
8819," 33Pi  Cep",346.97458333333327,75.38749999999999,4.41,0.8
7634," ",299.07916666666665,56.686944444444435,6.12,
7692," ",301.3395833333333,56.34138888888888,6.21,0.43
7608," 23    Cyg",298.32249999999993,57.5236111111111,5.14,-0.13
7526," ",295.91499999999996,57.04249999999999,6.27,0.88
7522," ",295.8108333333333,58.01638888888888,6.22,0.56
7626," ",298.8420833333333,58.25027777777777,6.09,1.02
7633," ",298.9808333333333,58.8461111111111,4.96,1.59
7611," ",298.3975,59.70888888888888,6.06,0.02
7742," ",303.36541666666665,60.640555555555544,5.79,1.47
7701," 66    Dra",301.3866666666666,61.99555555555555,5.39,1.18
7448," ",293.29208333333327,60.1586111111111,6.29,1.57
7413," ",291.61041666666665,62.557222222222215,6.38,1.39
7654," ",299.6195833333333,63.53416666666666,5.96,0.09
7792," 71    Dra",304.9029166666666,62.25749999999999,5.72,-0.05
7850,"  2The Cep",307.3954166666666,62.99416666666666,4.22,0.2
7727," 68    Dra",302.8954166666666,62.0786111111111,5.75,0.47
7695," ",301.1858333333333,63.890555555555544,6.26,0.1
7805," ",305.29749999999996,63.98027777777777,5.69,1.56
7945,"  4    Cep",310.7958333333333,66.65749999999998,5.58,0.22
7783," ",304.38041666666663,66.85388888888887,5.93,0.58
7676," 64    Dra",300.36875,64.82111111111111,5.27,1.56
7563," ",296.68625,68.43833333333332,6.34,0.28
7685," 67Rho Dra",300.7045833333333,67.8736111111111,4.51,1.32
7704," ",301.2220833333333,68.0272222222222,6.28,1.65
7804," ",305.025,68.88027777777776,5.55,1.59
7545," ",296.0770833333333,69.33694444444444,5.92,0.05
7582," 63Eps Dra",297.0433333333333,70.26777777777777,3.83,0.89
7666," ",299.6745833333333,70.36694444444443,6.33,0.88
7191," ",284.32249999999993,62.39666666666666,6.45,0.93
7187," ",284.1066666666666,65.25805555555554,5.63,0.95
7290," 55    Dra",287.4408333333333,65.9786111111111,6.25,0.0
7371," 58Pi  Dra",290.16708333333327,65.7147222222222,4.59,0.02
7310," 57Del Dra",288.13874999999996,67.66166666666666,3.07,1.0
6945," 42    Dra",276.49625,65.5636111111111,4.82,1.19
7013," ",279.05541666666664,65.4886111111111,6.06,0.28
6865," 37    Dra",273.82083333333327,68.75583333333333,5.95,1.06
7462," 61Sig Dra",293.09,69.6611111111111,4.68,0.79
7450," ",292.7508333333333,70.98944444444443,6.07,1.41
7352," 60Tau Dra",288.88749999999993,73.35555555555554,4.45,1.25
7082," ",280.79249999999996,70.79277777777777,6.44,
7180," 52Ups Dra",283.59958333333327,71.29722222222222,4.82,1.15
6920," 43Phi Dra",275.1895833333333,71.33777777777777,4.22,-0.1
6927," 44Chi Dra",275.26416666666665,72.73277777777777,3.57,0.49
7117," ",281.4445833333333,74.08555555555554,5.27,0.92
7124," 50    Dra",281.5925,75.43388888888887,5.35,0.05
7199," ",283.3883333333333,75.7875,6.22,
7967," ",311.1379166666666,69.75194444444443,6.41,
8099," ",316.5970833333333,71.43194444444444,5.87,0.4
8238,"  8Bet Cep",322.16499999999996,70.56083333333332,3.23,-0.22
8317," 11    Cep",325.4804166666666,71.31138888888889,4.56,1.1
8324," ",325.7666666666666,72.32027777777776,5.17,1.05
7868," ",307.50291666666664,72.53166666666665,6.27,1.35
7879," 73    Dra",307.8766666666666,74.95472222222222,5.2,0.07
8043," ",313.6845833333333,75.92555555555555,6.05,0.93
8168," ",318.9258333333333,77.0122222222222,5.95,1.5
8400," 16    Cep",329.81249999999994,73.17999999999999,5.03,0.44
8493," ",333.2204166666666,73.30722222222221,6.08,1.01
8625," ",339.3041666666666,75.37166666666666,5.79,1.57
8599," ",338.06749999999994,76.22638888888888,5.68,0.05
8395," ",329.4625,74.99666666666666,6.35,1.56
8974," 35Gam Cep",354.83666666666664,77.6325,3.21,1.03
8112," ",316.3720833333333,78.12638888888888,5.91,-0.07
8591," 29Rho2Cep",337.4704166666666,78.82416666666666,5.5,0.06
8578," 28Rho1Cep",336.6770833333333,78.78583333333333,5.83,0.15
7686," 69    Dra",299.9025,76.48138888888887,6.2,1.61
7750,"  1Kap Cep",302.2220833333333,77.71138888888888,4.39,-0.05
7312," 59    Dra",287.2908333333333,76.56055555555554,5.13,0.31
7006," ",277.4370833333333,77.54694444444443,5.64,1.18
6809," 40    Dra",270.01416666666665,80.00083333333332,6.04,0.51
6810," 41    Dra",270.0383333333333,80.00416666666665,5.68,0.5
7423," ",290.41749999999996,79.60277777777776,6.05,0.07
7160," ",281.40874999999994,79.9425,6.39,0.28
7025," ",276.0383333333333,83.17527777777777,6.17,0.05
8016," ",311.8891666666666,80.55222222222221,5.39,1.12
8239," ",321.2070833333333,80.52472222222221,5.97,0.92
8174," ",318.3395833333333,81.23083333333332,6.15,0.09
7908," 74    Dra",307.3645833333333,81.09138888888887,5.96,0.92
7901," 75    Dra",307.0608333333333,81.42277777777777,5.46,1.02
8002," 76    Dra",310.64666666666665,82.5311111111111,5.75,0.0
8702," ",341.8708333333333,83.15388888888887,4.74,1.26
8748," ",343.6033333333333,84.3461111111111,4.71,1.43
8736," ",342.7591666666666,85.3736111111111,5.9,1.32
7930," ",307.2629166666666,83.62555555555555,6.19,0.13
8546," ",333.2941666666666,86.10805555555554,5.27,-0.03
8938," ",351.7533333333333,87.30749999999999,5.58,0.23
9046," ",358.6608333333333,-40.3,6.03,0.57
54," ",3.7424999999999997,-34.90444444444444,6.17,1.34
35,"   The Scl",2.9333333333333327,-35.13305555555555,5.25,0.44
13," ",2.014583333333333,-33.52944444444444,5.68,1.12
9049," ",358.8191666666666,-31.921666666666663,6.1,-0.08
105,"   Eta Scl",6.982083333333333,-33.00722222222222,4.81,1.64
138," ",8.421249999999999,-29.55833333333333,5.55,1.27
57," ",4.0370833333333325,-31.446388888888883,5.67,1.35
9091,"   Zet Scl",0.5829166666666666,-29.720277777777774,5.01,-0.15
9102," ",1.0845833333333332,-29.268611111111106,6.4,0.0
24,"   Kap1Scl",2.3375,-27.987777777777772,5.42,0.42
34,"   Kap2Scl",2.893333333333333,-27.79972222222222,5.41,1.34
84,"   Iot Scl",5.379999999999999,-28.981666666666662,5.18,1.0
8975,"   Mu  Scl",355.15916666666664,-32.07305555555555,5.31,0.97
9016,"   Del Scl",357.2316666666666,-28.130277777777774,4.57,0.01
9073," ",359.8662499999999,-29.484999999999996,5.62,1.6
9058," ",359.2845833333333,-26.623611111111106,6.26,1.45
9044," ",358.58916666666664,-27.042222222222218,6.35,0.2
43," ",3.434166666666666,-26.284722222222218,6.31,1.48
42," ",3.425416666666666,-26.02194444444444,5.94,1.55
9096," ",0.7820833333333332,-24.145277777777775,6.44,1.18
9," ",1.7087499999999998,-23.107499999999998,6.18,0.38
8999," ",356.12041666666664,-26.246388888888884,6.17,0.5
9026," ",357.4566666666666,-25.331388888888885,6.42,0.12
9054," ",359.1245833333333,-24.73722222222222,6.31,0.92
9043," ",358.33666666666664,-24.229166666666664,6.24,0.19
12," ",1.9449999999999996,-22.508888888888887,5.94,0.14
251," ",13.301666666666664,-24.776944444444442,6.46,0.44
247," ",13.169166666666666,-24.00583333333333,5.46,1.24
228," ",12.307916666666666,-24.136388888888884,5.9,0.95
159," ",9.336249999999998,-24.76722222222222,5.57,0.72
173," ",10.137083333333331,-23.804444444444442,6.14,0.7
102," ",6.811249999999999,-25.547222222222217,5.98,1.03
151," ",9.028749999999999,-22.842499999999998,6.06,0.29
118," ",7.594583333333333,-23.787777777777773,5.19,0.12
232," ",12.389166666666664,-23.361666666666665,6.28,0.13
210," ",11.549166666666665,-22.52194444444444,5.5,0.98
220," ",12.004583333333331,-21.722499999999997,5.57,-0.06
197," ",11.184999999999999,-22.006111111111107,5.24,0.33
320," ",16.532083333333333,-23.992499999999996,6.14,1.09
